timestamp,frame,diameter_px,diameter_mm,center_x,center_y,score
2025-11-24T10:55:17.828229,1408,14.57,0.728,386,296,0.593
2025-11-24T10:55:17.860507,1409,15.24,0.762,392,287,0.629
2025-11-24T10:55:17.891539,1410,39.66,1.983,423,194,0.780
2025-11-24T10:55:17.924386,1411,38.27,1.914,426,188,0.806
2025-11-24T10:55:17.955906,1412,37.75,1.888,431,187,0.832
2025-11-24T10:55:17.988875,1413,37.36,1.868,433,187,0.816
2025-11-24T10:55:18.039668,1414,37.12,1.856,432,187,0.866
2025-11-24T10:55:18.069897,1415,37.06,1.853,430,187,0.867
2025-11-24T10:55:18.100682,1416,36.73,1.836,428,187,0.848
2025-11-24T10:55:18.133346,1417,36.74,1.837,428,188,0.844
2025-11-24T10:55:18.166934,1418,36.18,1.809,431,193,0.812
2025-11-24T10:55:18.196747,1419,35.80,1.790,432,191,0.860
2025-11-24T10:55:18.228858,1420,35.44,1.772,432,191,0.852
2025-11-24T10:55:18.260641,1421,35.00,1.750,433,192,0.835
2025-11-24T10:55:18.294910,1422,34.87,1.743,434,191,0.851
2025-11-24T10:55:18.324461,1423,34.73,1.737,434,191,0.841
2025-11-24T10:55:18.374634,1424,34.48,1.724,433,192,0.821
2025-11-24T10:55:18.404445,1425,34.16,1.708,431,194,0.815
